date,close
20130102,18.365
20130103,18.2125
20130104,18.5825
20130107,18.575001
20130108,18.7875
20130109,18.76
20130110,19.227501
20130111,19.285
20130114,19.620001
20130115,19.612499
20130116,20.0525
20130117,19.91
20130118,21.16
20130122,21.805
20130123,22.372499
20130124,22.24
20130125,22.07
20130128,21.450001
20130129,22.127501
20130130,20.735001
20130131,20.639999
20130201,21.682501
20130204,20.27
20130205,21.15
20130206,21.247499
20130207,21.3225
20130208,21.7325
20130211,22.0375
20130212,22.325001
20130213,22.245001
20130214,22.557501
20130215,22.7325
20130219,23.684999
20130220,21.377501
20130221,21.18
20130222,21.895
20130225,18.834999
20130226,19.155001
20130227,20.377501
20130228,19.780001
20130301,19.475
20130304,20.4825
20130305,21.1425
20130306,21.01
20130307,21.455
20130308,21.737499
20130311,22.647499
20130312,22.247499
20130313,22.372499
20130314,22.7925
20130315,22.8125
20130318,21.6325
20130319,21.5375
20130320,22.752501
20130321,22.07
20130322,22.1425
20130325,22.3475
20130326,22.995001
20130327,22.815001
20130328,22.77
20130401,22.795
20130402,23.514999
20130403,22.6525
20130404,23.0375
20130405,22.9475
20130408,23.5275
20130409,23.855
20130410,24.452499
20130411,24.5875
20130412,25.025
20130415,22.125
20130416,23.112499
20130417,20.610001
20130418,19.5525
20130419,20.842501
20130422,21.41
20130423,22.4475
20130424,22.432501
20130425,22.165001
20130426,22.147499
20130429,22.2675
20130430,22.495001
20130501,21.51
20130502,22.285
20130503,22.762501
20130506,23.1425
20130507,23.325001
20130508,23.1975
20130509,22.754999
20130510,22.967501
20130513,23.1425
20130514,23.317499
20130515,23.157499
20130516,22.907499
20130517,23.514999
20130520,23.195
20130521,23.0275
20130522,22.762501
20130523,22.547501
20130524,22.57
20130528,23.1975
20130529,22.852501
20130530,22.875
20130531,22.025
20130603,22.112499
20130604,21.872499
20130605,20.887501
20130606,21.127501
20130607,22.137501
20130610,22.372499
20130611,20.922501
20130612,19.67
20130613,20.605
20130614,20.075001
20130617,20.372499
20130618,20.690001
20130619,20.6325
20130620,18.3475
20130621,18.9575
20130624,17.8675
20130625,18.33
20130626,18.762501
20130627,19.5075
20130628,19.612499
20130701,20.262501
20130702,19.9175
20130703,20.215
20130705,21.252501
20130708,22.15
20130709,22.627501
20130710,22.834999
20130711,23.487499
20130712,23.252501
20130715,23.7425
20130716,23.094999
20130717,23.860001
20130718,24.254999
20130719,24.772499
20130722,25.355
20130723,25.467501
20130724,25.172501
20130725,25.754999
20130726,25.8125
20130729,25.5175
20130730,25.9575
20130731,26.549999
20130801,27.405001
20130802,28.120001
20130805,28.440001
20130806,27.6
20130807,27.25
20130808,27.6675
20130809,27.309999
20130812,27.422501
20130813,27.737499
20130814,27.42
20130815,26.0275
20130816,26.502501
20130819,25.852501
20130820,26.02
20130821,25.540001
20130822,26.182501
20130823,26.790001
20130826,25.855
20130827,23.74
20130828,23.76
20130829,23.307501
20130830,23.0375
20130903,23.852501
20130904,23.9175
20130905,24.4925
20130906,24.305
20130909,25.202499
20130910,26.120001
20130911,26.9575
20130912,26.5
20130913,26.9825
20130916,27.145
20130917,27.455
20130918,28.514999
20130919,28.625
20130920,28.045
20130923,27.764999
20130924,27.7875
20130925,27.9575
20130926,28.445
20130927,27.299999
20130930,26.285
20131001,27.200001
20131002,26.3825
20131003,25.3675
20131004,25.4625
20131007,23.577499
20131008,22.405001
20131009,23.1875
20131010,25.389999
20131011,25.91
20131014,25.5825
20131015,24.01
20131016,26.860001
20131017,28.452499
20131018,28.5825
20131021,28.43
20131022,28.3825
20131023,28.182501
20131024,28.5725
20131025,28.6875
20131028,28.4725
20131029,28.7225
20131030,28.3475
20131031,28.497499
20131101,28.672501
20131104,29.385
20131105,29.49
20131106,29.945
20131107,28.897499
20131108,30.0625
20131111,30.205
20131112,30.2675
20131113,30.372499
20131114,30.727501
20131115,31.135
20131118,31.09
20131119,30.715
20131120,31.33
20131121,32.407501
20131122,32.849998
20131125,32.715
20131126,32.529999
20131127,32.512501
20131129,32.122501
20131202,31.879999
20131203,31.0525
20131204,31.389999
20131205,31.147499
20131206,32.237499
20131209,32.4725
20131210,32.3125
20131211,30.795
20131212,30.6625
20131213,30.592501
20131216,30.584999
20131217,30.6675
20131218,32.8325
20131219,32.505001
20131220,32.334999
20131223,33.5075
20131224,34.1525
20131226,34.752499
20131227,34.244999
20131230,33.715
20131231,33.735001
20140102,33.057499
20140103,33.2575
20140106,33.654999
20140107,34.442501
20140108,34.384998
20140109,34.294998
20140110,35.099998
20140113,33.8825
20140114,35.232498
20140115,35.119999
20140116,34.9375
20140117,34.877499
20140121,35.272499
20140122,35.814999
20140123,34.845001
20140124,31.695
20140127,30.905001
20140128,32.16
20140129,30.014999
20140130,30.43
20140131,28.129999
20140203,26.110001
20140204,26.535
20140205,25.59
20140206,28.08
20140207,29.76
20140210,29.73
20140211,30.855
20140212,31.48
20140213,31.73
20140214,32.200001
20140218,32.615002
20140219,30.389999
20140220,31.549999
20140221,31.24
20140224,31.459999
20140225,31.440001
20140226,31.025
20140227,31.115
20140228,30.6
20140303,28.865
20140304,30.66
20140305,30.625
20140306,30.85
20140307,30.135
20140310,30.295
20140311,29.865
20140312,29.915001
20140313,28.674999
20140314,27.885
20140317,29.139999
20140318,30.225
20140319,29.639999
20140320,29.84
20140321,29.620001
20140324,29.540001
20140325,29.924999
20140326,29.379999
20140327,29.754999
20140328,30.055
20140331,30.985001
20140401,32.035
20140402,31.809999
20140403,31.855
20140404,31.18
20140407,30.49
20140408,31.045
20140409,31.785
20140410,29.879999
20140411,28.945
20140414,29.184999
20140415,29.51
20140416,30.555
20140417,30.995001
20140421,31.59
20140422,31.674999
20140423,31.51
20140424,31.139999
20140425,30.915001
20140428,31.584999
20140429,32.154999
20140430,32.110001
20140501,32.145
20140502,32.325001
20140505,32.650002
20140506,32.360001
20140507,33.040001
20140508,32.945
20140509,33.674999
20140512,34.645
20140513,34.564999
20140514,34.759998
20140515,34.345001
20140516,35.18
20140519,35.605
20140520,35.915001
20140521,36.439999
20140522,36.474998
20140523,36.755001
20140527,37.889999
20140528,37.994999
20140529,38.130001
20140530,38.195
20140602,38.459999
20140603,38.290001
20140604,38.695
20140605,40.049999
20140606,42.055
20140609,41.5
20140610,42.235001
20140611,41.299999
20140612,39.27
20140613,39.955002
20140616,40.02
20140617,41.330002
20140618,43.59
20140619,43.415001
20140620,42.810001
20140623,43.860001
20140624,42.25
20140625,43.845001
20140626,43.330002
20140627,43.695
20140630,44.134998
20140701,45.255001
20140702,45.705002
20140703,46.349998
20140707,45.349998
20140708,44.634998
20140709,45.52
20140710,43.889999
20140711,44.43
20140714,45.605
20140715,44.759998
20140716,45.884998
20140717,41.549999
20140718,44.549999
20140721,43.52
20140722,44.380001
20140723,43.98
20140724,44.294998
20140725,42.959999
20140728,43.154999
20140729,43.264999
20140730,42.544998
20140731,38.91
20140801,37.005001
20140804,38.564999
20140805,35.869999
20140806,35.73
20140807,34.994999
20140808,36.314999
20140811,37.810001
20140812,38.049999
20140813,40.200001
20140814,41.465
20140815,41.474998
20140818,43.09
20140819,43.470001
20140820,43.139999
20140821,43.035
20140822,43.209999
20140825,43.625
20140826,43.215
20140827,42.955002
20140828,42.235001
20140829,42.514999
20140902,42.23
20140903,42.724998
20140904,42.645
20140905,43.505001
20140908,43.419998
20140909,42.23
20140910,42.525002
20140911,42.645
20140912,41.715
20140915,40.645
20140916,42.599998
20140917,42.974998
20140918,43.595001
20140919,43.57
20140922,42.060001
20140923,40.5
20140924,41.759998
20140925,38.625
20140926,39.950001
20140929,38.040001
20140930,37.470001
20141001,36.689999
20141002,36.970001
20141003,39.209999
20141006,38.525002
20141007,35.810001
20141008,38.720001
20141009,35.119999
20141010,31.23
20141013,28.174999
20141014,28.355
20141015,27.795
20141016,26.629999
20141017,27.754999
20141020,29.9
20141021,32.115002
20141022,29.52
20141023,31.379999
20141024,31.715
20141027,32.150002
20141028,34.290001
20141029,33.689999
20141030,33.529999
20141031,34.41
20141103,33.84
20141104,34.080002
20141105,34.529999
20141106,35.389999
20141107,35.900002
20141110,37.240002
20141111,37.290001
20141112,36.810001
20141113,36.360001
20141114,36.25
20141117,36.299999
20141118,36.98
20141119,36.055
20141120,36.435001
20141121,37.169998
20141124,37.945
20141125,38.25
20141126,38.849998
20141128,37.799999
20141201,36.189999
20141202,38.099998
20141203,38.689999
20141204,38.639999
20141205,39.27
20141208,37.709999
20141209,37.240002
20141210,33.419998
20141211,31.280001
20141212,29.5
20141215,30.18
20141216,28.785
20141217,31.415001
20141218,32.424999
20141219,32.66
20141222,34.25
20141223,34.185001
20141224,34.439999
20141226,34.110001
20141229,34.165001
20141230,33.314999
20141231,30.58
20150102,31.135
20150105,28.98
20150106,28.24
20150107,29.16
20150108,30.969999
20150109,29.83
20150112,28.379999
20150113,27.559999
20150114,27.049999
20150115,26.24
20150116,26.709999
20150120,26.959999
20150121,28.245001
20150122,30.084999
20150123,29.299999
20150126,30.615
20150127,29.15
20150128,26.629999
20150129,27.26
20150130,24.424999
20150202,25.934999
20150203,27.190001
20150204,26.405001
20150205,27.309999
20150206,26.16
20150209,26.030001
20150210,27.004999
20150211,26.815001
20150212,28.504999
20150213,28.870001
20150217,28.780001
20150218,28.975
20150219,29.695
20150220,30.709999
20150223,30.559999
20150224,31.860001
20150225,31.610001
20150226,31.965
20150227,32.165001
20150302,33.23
20150303,32.490002
20150304,32.57
20150305,32.965
20150306,31.49
20150309,31.940001
20150310,30.9
20150311,30.129999
20150312,31.92
20150313,31.190001
20150316,31.93
20150317,32.084999
20150318,33.494999
20150319,33.43
20150320,33.990002
20150323,34.599998
20150324,34.740002
20150325,33.18
20150326,33.450001
20150327,33.865002
20150330,34.869999
20150331,34.02
20150401,34.009998
20150402,34.720001
20150406,35.494999
20150407,35.560001
20150408,36.220001
20150409,37.43
20150410,39.169998
20150413,37.955002
20150414,38.375
20150415,39.224998
20150416,40.005001
20150417,38.595001
20150420,39.939999
20150421,39.904999
20150422,40.369999
20150423,40.755001
20150424,41.154999
20150427,39.959999
20150428,41.334999
20150429,40.200001
20150430,39.09
20150501,40.98
20150504,40.935001
20150505,39.525002
20150506,38.865002
20150507,39.169998
20150508,41.224998
20150511,40.099998
20150512,40.275002
20150513,40.985001
20150514,41.82
20150515,42.150002
20150518,43.575001
20150519,44.145
20150520,44.025002
20150521,45.25
20150522,45.16
20150526,43.404999
20150527,45.025002
20150528,44.595001
20150529,44.25
20150601,44.700001
20150602,44.02
20150603,44.75
20150604,43.215
20150605,43.91
20150608,42.994999
20150609,43.514999
20150610,45.384998
20150611,46.334999
20150612,45.775002
20150615,43.759998
20150616,44.555
20150617,44.665001
20150618,45.959999
20150619,45.445
20150622,47.445
20150623,48.700001
20150624,47.724998
20150625,47.299999
20150626,47.564999
20150629,39.720001
20150630,39.529999
20150701,42.369999
20150702,39.735001
20150706,38.73
20150707,40.755001
20150708,36.669998
20150709,36.34
20150710,39.040001
20150713,42.84
20150714,43.154999
20150715,43.235001
20150716,46.240002
20150717,46.560001
20150720,46.73
20150721,47.084999
20150722,47.294998
20150723,46.755001
20150724,45.110001
20150727,42.77
20150728,45.93
20150729,46.610001
20150730,46.970001
20150731,47.009998
20150803,47.764999
20150804,47.485001
20150805,47.919998
20150806,46.165001
20150807,46.639999
20150810,48.380001
20150811,46.154999
20150812,46.220001
20150813,46.720001
20150814,46.830002
20150817,47.395
20150818,46.834999
20150819,45.919998
20150820,42.049999
20150821,35.195
20150824,28.57
20150825,25.58
20150826,28.01
20150827,27.4
20150828,26.059999
20150831,25.030001
20150901,21.440001
20150902,23.945
20150903,23.959999
20150904,22.200001
20150908,24.115
20150909,23.540001
20150910,24.139999
20150911,24.690001
20150914,24.635
20150915,27.135
20150916,28.764999
20150917,28.75
20150918,25.32
20150921,27.145
20150922,25.325001
20150923,25.82
20150924,25.190001
20150925,24.545
20150928,22.780001
20150929,22.745001
20150930,23.82
20151001,24.115
20151002,25.375
20151005,26.825001
20151006,26.5
20151007,27.1
20151008,28.440001
20151009,28.440001
20151012,30.205
20151013,28.504999
20151014,27.84
20151015,29.85
20151016,30.08
20151019,32.25
20151020,30.985001
20151021,28.879999
20151022,31.275
20151023,30.860001
20151026,29.875
20151027,30.459999
20151028,31.360001
20151029,30.93
20151030,30.424999
20151102,31.99
20151103,31.370001
20151104,30.344999
20151105,30.950001
20151106,31.594999
20151109,29.870001
20151110,30.700001
20151111,29.99
20151112,27.370001
20151113,25.48
20151116,28.08
20151117,26.5
20151118,28.360001
20151119,27.415001
20151120,28.325001
20151123,29.08
20151124,28.93
20151125,29.32
20151127,29.040001
20151130,29.209999
20151201,30.450001
20151202,29.25
20151203,27.1
20151204,29.705
20151207,28.870001
20151208,28.02
20151209,26.834999
20151210,26.495001
20151211,22.57
20151214,24.01
20151215,25.030001
20151216,26.690001
20151217,25.6
20151218,23.59
20151221,24.615
20151222,25.825001
20151223,26.405001
20151224,25.92
20151228,26.200001
20151229,26.700001
20151230,25.855
20151231,25.225
20160104,23.629999
20160105,24.43
20160106,23.695
20160107,21.17
20160108,19.934999
20160111,20.52
20160112,21.504999
20160113,19.299999
20160114,20.014999
20160115,18.014999
20160119,18.004999
20160120,17.555
20160121,17.625
20160122,19.094999
20160125,18.105
20160126,18.965
20160127,18.190001
20160128,18.809999
20160129,19.559999
20160201,19.780001
20160202,18.43
20160203,18.67
20160204,18.465
20160205,17.735001
20160208,16.879999
20160209,16.754999
20160210,16.625
20160211,15.615
20160212,16.290001
20160216,17.035
20160217,17.700001
20160218,17.74
20160219,18.215
20160222,19.25
20160223,18.285
20160224,18.389999
20160225,19.030001
20160226,18.75
20160229,18.440001
20160301,20.045
20160302,20.379999
20160303,21.030001
20160304,20.775
20160307,20.705
20160308,19.895
20160309,20.17
20160310,20.52
20160311,21.575001
20160314,21.915001
20160315,21.605
20160316,22.389999
20160317,23.045
20160318,23.225
20160321,23.875
20160322,24.184999
20160323,23.025
20160324,23.145
20160328,23.469999
20160329,24.83
20160330,25.440001
20160331,25.264999
20160401,26
20160404,25.280001
20160405,23.82
20160406,25.4
20160407,23.040001
20160408,23.66
20160411,23.305
20160412,24.07
20160413,25.285
20160414,25.370001
20160415,25.705
20160418,27.315001
20160419,27.075001
20160420,26.93
20160421,26.43
20160422,27.09
20160425,26.719999
20160426,27.32
20160427,28.110001
20160428,26.445
20160429,25.565001
20160502,27.15
20160503,25.905001
20160504,25.575001
20160505,25.620001
20160506,26.780001
20160509,27.379999
20160510,28.73
20160511,27.68
20160512,28
20160513,26.965
20160516,28.225
20160517,26.99
20160518,27.105
20160519,26.99
20160520,27.93
20160523,28.115
20160524,29.225
20160525,29.780001
20160526,30.084999
20160527,30.934999
20160531,30.959999
20160601,31.17
20160602,32.035
20160603,32.189999
20160606,32.595001
20160607,32.575001
20160608,32.360001
20160609,31.745001
20160610,28.875
20160613,24.535
20160614,25.059999
20160615,25.305
20160616,25.985001
20160617,26.025
20160620,27.77
20160621,27.59
20160622,26.68
20160623,29.23
20160624,21.5
20160627,20.945
20160628,22.715
20160629,23.844999
20160630,24.530001
20160701,25.305
20160705,24.815001
20160706,25.495001
20160707,25.905001
20160708,27.605
20160711,27.6
20160712,28.24
20160713,28.705
20160714,28.725
20160715,28.865
20160718,29.360001
20160719,29.385
20160720,30.235001
20160721,29.365
20160722,30.035
20160725,30.219999
20160726,30.514999
20160727,31.190001
20160728,31.76
20160729,32.860001
20160801,33.395
20160802,32.139999
20160803,32.965
20160804,33.865002
20160805,35.025002
20160808,35.799999
20160809,36.380001
20160810,35.509998
20160811,35.700001
20160812,36.055
20160815,36.619999
20160816,35.369999
20160817,36.27
20160818,36.91
20160819,36.720001
20160822,36.605
20160823,36.705002
20160824,35.869999
20160825,35.834999
20160826,35.724998
20160829,36.459999
20160830,36.740002
20160831,36.505001
20160901,36.709999
20160902,38.049999
20160906,39.044998
20160907,39.540001
20160908,39.400002
20160909,33.084999
20160912,35.349998
20160913,30.715
20160914,31.02
20160915,32.139999
20160916,32.544998
20160919,33.369999
20160920,33.615002
20160921,36.115002
20160922,37.389999
20160923,37.064999
20160926,35.09
20160927,36.959999
20160928,37.360001
20160929,35.009998
20160930,36.605
20161003,36.759998
20161004,36.860001
20161005,37.189999
20161006,37.48
20161007,37.43
20161010,38.220001
20161011,36.09
20161012,36.055
20161013,34.959999
20161014,35.355
20161017,35.505001
20161018,36.955002
20161019,37.805
20161020,38.275002
20161021,39.09
20161024,40.470001
20161025,40.035
20161026,39.049999
20161027,38.375
20161028,36.73
20161031,35.91
20161101,34.915001
20161102,34.075001
20161103,32.235001
20161104,32.16
20161107,36.240002
20161108,37.185001
20161109,38.080002
20161110,37
20161111,37.895
20161114,38.040001
20161115,39.665001
20161116,39.415001
20161117,40.549999
20161118,40.73
20161121,42.584999
20161122,42.355
20161123,42.255001
20161125,42.544998
20161128,42.16
20161129,42.450001
20161130,42.334999
20161201,40.75
20161202,40.790001
20161205,43.41
20161206,44.805
20161207,44.695
20161208,44.564999
20161209,45.055
20161212,44.700001
20161213,44.314999
20161214,44.395
20161215,45.040001
20161216,45.580002
20161219,47.220001
20161220,48.134998
20161221,48.900002
20161222,48.029999
20161223,48.290001
20161227,48.91
20161228,47.220001
20161229,46.455002
20161230,45.490002
20170103,48.724998
20170104,51.264999
20170105,51.43
20170106,52.125
20170109,52.23
20170110,52.575001
20170111,53.720001
20170112,53.744999
20170113,53.599998
20170117,53.75
20170118,54
20170119,53.384998
20170120,55.474998
20170123,55.924999
20170124,58.52
20170125,59.970001
20170126,59.66
20170127,60.369999
20170130,58.654999
20170131,58.924999
20170201,59.955002
20170202,59.465
20170203,60.68
20170206,60.744999
20170207,60.264999
20170208,60.439999
20170209,61.709999
20170210,62.700001
20170213,64.684998
20170214,67.470001
20170215,64.989998
20170216,64.650002
20170217,64.525002
20170221,63.740002
20170222,63.470001
20170223,61.799999
20170224,62.625
20170227,62.794998
20170228,61.25
20170301,62.650002
20170302,62.490002
20170303,64.394997
20170306,65.589996
20170307,65.535004
20170308,65.055
20170309,65.389999
20170310,66.290001
20170313,67.669998
20170314,66.379997
20170315,68.75
20170316,70.220001
20170317,71.074997
20170320,71.025002
20170321,68.315002
20170322,67.959999
20170323,65.654999
20170324,66.910004
20170327,68.264999
20170328,71.949997
20170329,72.224998
20170330,71.885002
20170331,70.574997
20170403,70.230003
20170404,71.195
20170405,68.805
20170406,70.014999
20170407,67.449997
20170410,65.089996
20170411,62.040001
20170412,61.810001
20170413,60.66
20170417,63.619999
20170418,64.110001
20170419,62.555
20170420,64.18
20170421,63.939999
20170424,70.834999
20170425,72.57
20170426,71.775002
20170427,72.550003
20170428,72.525002
20170501,75.394997
20170502,75.089996
20170503,73.57
20170504,75.474998
20170505,75.035004
20170508,77.035004
20170509,77.169998
20170510,76.879997
20170511,77.074997
20170512,77.224998
20170515,78.779999
20170516,79.555
20170517,65.025002
20170518,66.75
20170519,71.199997
20170522,74.279999
20170523,74.339996
20170524,76.349998
20170525,75.445
20170526,76.745003
20170530,77.32
20170531,76.675003
20170601,78.495003
20170602,78.324997
20170605,77.925003
20170606,76.235001
20170607,77.025002
20170608,78.855003
20170609,77.654999
20170612,76.815002
20170613,79.470001
20170614,79.714996
20170615,78.809998
20170616,79.675003
20170619,81.989998
20170620,79.889999
20170621,80.550003
20170622,81.434998
20170623,82.214996
20170626,84.029999
20170627,81.050003
20170628,83.550003
20170629,79.18
20170630,80.635002
20170703,79.555
20170705,79.5
20170706,75.5
20170707,78.18
20170710,80.084999
20170711,80.43
20170712,82.635002
20170713,83.544998
20170714,85
20170717,87.220001
20170718,88.410004
20170719,89.379997
20170720,90.230003
20170721,90.959999
20170724,92.519997
20170725,92.089996
20170726,92.010002
20170727,91.160004
20170728,90.220001
20170731,90.949997
20170801,92
20170802,91.709999
20170803,90.519997
20170804,90.769997
20170807,91.970001
20170808,89.379997
20170809,86.919998
20170810,74.93
20170811,71.68
20170814,80.82
20170815,81.220001
20170816,81.830002
20170817,68.239998
20170818,70.660004
20170821,73.470001
20170822,78.870003
20170823,77.919998
20170824,75.669998
20170825,77.959999
20170828,78.470001
20170829,77.610001
20170830,78
20170831,80.199997
20170901,80.309998
20170905,75.720001
20170906,77.779999
20170907,78.190002
20170908,76.330002
20170911,80.690002
20170912,82.730003
20170913,85.620003
20170914,84.459999
20170915,86.040001
20170918,89.760002
20170919,89.730003
20170920,89.639999
20170921,89.720001
20170922,89.110001
20170925,89.07
20170926,90
20170927,90.769997
20170928,92.050003
20170929,93.75
20171002,95.519997
20171003,95.940002
20171004,95.870003
20171005,98.860001
20171006,98.800003
20171009,96.940002
20171010,99.010002
20171011,101.07
20171012,101.800003
20171013,103.660004
20171016,105.400002
20171017,105.230003
20171018,105.650002
20171019,106.349998
20171020,108.190002
20171023,104.879997
20171024,103.690002
20171025,100.220001
20171026,100.650002
20171027,106.330002
20171030,105.459999
20171031,107.349998
20171101,106.709999
20171102,107.879997
20171103,108.120003
20171106,109.029999
20171107,108.5
20171108,108.370003
20171109,107.029999
20171110,104.349998
20171113,104.07
20171114,103.190002
20171115,99.230003
20171116,103.589996
20171117,105.010002
20171120,108.449997
20171121,112.480003
20171122,113.5
20171124,114.010002
20171127,114.169998
20171128,115.720001
20171129,113.220001
20171130,112.830002
20171201,109.760002
20171204,110.68
20171205,111.099998
20171206,111.239998
20171207,114.889999
20171208,118.410004
20171211,122.589996
20171212,122.279999
20171213,122.68
20171214,123.330002
20171215,127.360001
20171218,129.240005
20171219,128.470001
20171220,129.039993
20171221,129.929993
20171222,129.190002
20171226,129.089996
20171227,128.389999
20171228,130.479996
20171229,128.210007
20180102,132.580002
20180103,135.509995
20180104,135.889999
20180105,135.929993
20180108,137.550003
20180109,136.070007
20180110,137.429993
20180111,138.210007
20180112,138.190002
20180116,129.740005
20180117,132.839996
20180118,132.300003
20180119,132.770004
20180122,135.919998
20180123,133.479996
20180124,130
20180125,127.830002
20180126,128.869995
20180129,119.370003
20180130,115.599998
20180131,118.110001
20180201,121.669998
20180202,105.599998
20180205,71.82
20180206,12.24
20180207,12.33
20180208,9.58
20180209,10.86
20180212,11.34
20180213,11.29
20180214,12.65
20180215,12.91
20180216,12.69
20180220,12.12
20180221,12.05
20180222,12.22
20180223,13.18
20180226,13.65
20180227,12.39
20180228,12.23
20180301,11.87
20180302,12.11
20180305,12.41
20180306,12.37
20180307,12.41
20180308,12.64
20180309,13.23
20180312,12.85
20180313,12.74
20180314,12.62
20180315,12.78
20180316,12.91
20180319,12.3
20180320,12.47
20180321,12.53
20180322,11.69
20180323,11.41
20180326,11.83
20180327,11.41
20180328,11.29
20180329,11.74
20180402,11.15
20180403,11.39
20180404,11.49
20180405,11.69
20180406,11.38
20180409,11.31
20180410,11.48
20180411,11.41
20180412,11.66
20180413,11.89
20180416,12.16
20180417,12.55
20180418,12.53
20180419,12.42
20180420,12.24
20180423,12.3
20180424,11.99
20180425,11.93
20180426,12.25
20180427,12.35
20180430,12.33
20180501,12.44
20180502,12.47
20180503,12.33
20180504,12.53
20180507,12.57
20180508,12.58
20180509,12.87
20180510,13.18
20180511,13.27
20180514,13.48
20180515,12.99
20180516,13.21
20180517,13.41
20180518,13.33
20180521,13.51
20180522,13.46
20180523,13.55
20180524,13.59
20180525,13.5
20180529,12.7
20180530,12.99
20180531,12.93
20180601,13.18
20180604,13.49
20180605,13.55
20180606,13.77
20180607,13.68
20180608,13.72
20180611,13.86
20180612,13.86
20180613,13.77
20180614,14.01
20180615,13.92
20180618,14.04
20180619,13.7
20180620,13.83
20180621,13.39
20180622,13.53
20180625,12.58
20180626,12.83
20180627,12.5
20180628,12.59
20180629,12.72
20180702,12.72
20180703,12.7
20180705,12.88
20180706,13.24
20180709,13.57
20180710,13.71
20180711,13.47
20180712,13.71
20180713,13.77
20180716,13.81
20180717,13.88
20180718,13.97
20180719,13.81
20180720,13.79
20180723,13.81
20180724,13.96
20180725,13.97
20180726,13.97
20180727,13.75
20180730,13.55
20180731,13.74
20180801,13.82
20180802,13.9
20180803,13.98
20180806,14.24
20180807,14.41
20180808,14.51
20180809,14.41
20180810,14.05
20180813,13.63
20180814,13.98
20180815,13.53
20180816,13.91
20180817,14.11
20180820,14.24
20180821,14.09
20180822,14.18
20180823,14.21
20180824,14.25
20180827,14.24
20180828,14.22
20180829,14.23
20180830,14.08
20180831,14.17
20180904,14.16
20180905,14.06
20180906,13.87
20180907,13.73
20180910,13.93
20180911,14.16
